at,score,thumbsUpCount,reviewCreatedVersion,replyContent,repliedAt,appVersion,review,label,Lable Confidence Score
2025-02-14 00:35:56,1,0,,,,,Login issue. I am able to login to my bluechip account using web but the same credentials do not work on indigo app.,offers issue,0.8231787085533142
2025-02-13 19:37:16,4,30,7.2.2,,,7.2.2,"I'm frequent flier of Indigo. Os use this very often. Indigo app always have glitches one or another while using the app. I'm trying to log in/ signup into bluechip account it keeps saying token timesout etc. I had to close n open app multiple times to get it in. Pls see this issue and resolve ASAP. Regards,",offers issue,0.4655665457248688
2025-02-13 14:33:52,2,0,6.0.6,,,6.0.6,It is very unfortunate that latest version of the app is not supporting older android version.,offers issue,0.8258057832717896
2025-02-13 12:46:04,1,0,7.2.0,,,7.2.0,Worst customer service.I will try to never fly again in indigo flight.,customer service,0.7201706171035767
2025-02-13 11:51:57,5,0,7.2.0,,,7.2.0,Very good service. Customer care service is great. Thank you indigo team,customer service,0.8860165476799011
2025-02-13 10:30:02,5,0,,,,,I found Indigo very comfortable being a senior citizen,offers issue,0.6343314051628113
2025-02-13 09:12:18,2,0,7.2.0,,,7.2.0,Very clunky app. Don't know why it exists.,app slowness,0.6227192282676697
2025-02-13 09:06:08,1,3,7.2.0,,,7.2.0,"Too many ads as notifications. On android the developers group important notifications along with ads as miscellaneous category, so you can't turn off the ad notifications.",offers issue,0.8904289603233337
2025-02-11 11:45:43,5,6,7.2.0,,,7.2.0,Amazing site. Feel that seat selection /change should be allowed any time from ticket booking to 2 days prior to Schedule date and time. It is difficult to select seat during booking as ticket price is dynamuv. We feel panic trying to complete booking as quickly as possible. So seat selection should be allowed online later to booking. All airlines should think on it.,offers issue,0.4823187589645386
2025-02-11 10:20:27,1,0,,,,,Poor UI! Reloads everytime tabs are switched!!,offers issue,0.8234966397285461
2025-02-11 01:51:46,1,3,7.2.0,,,7.2.0,"The most useless app ever. Can not register with foreign phone. Can not search as from the website sometimes. Had make aome mistake while registering my profile, can not edit the data. Wrote to help desk 5 days no reply. This is business impact, nobody cares. Cboosen air india to fly die this reason.",offers issue,0.36647504568099976
2025-02-10 23:47:05,5,0,7.2.0,,,7.2.0,Very cooperative and helpful to achieve my problem,offers issue,0.7277656197547913
2025-02-10 17:55:38,1,1,7.2.0,,,7.2.0,"The last update of app is worst ever, i can not find my 6E reward balance",payment issue,0.4145487844944
2025-02-10 17:35:00,1,0,,,,,"I have already booked a flight but whenever I click on upcoming trip to view my flight details its not working, a popup appears with a message that no flights are available for this date.",booking problem,0.5650613307952881
2025-02-10 16:37:28,1,41,7.2.0,,,7.2.0,"I am not able to make payment. The app stops short of it all the time with the message ""Something went wrong. Please try again.""",payment issue,0.6717825531959534
2025-02-09 22:10:27,1,0,,,,,Worst app,offers issue,0.9148229360580444
2025-02-09 20:39:14,1,9,7.2.0,,,7.2.0,Please do not choose this airline. this airline not suitable for 1 star also .Worst service ever. 2 times i had booked indigo flight. 2 Times also they cancelled without any proper reason .Cancelling the flight themselves and asking us to click on change the date or click the refund. if We call customer service they are telling sorry its our mistake. we will refund ur money there is no proper solution.now I'm installing the app👎,booking problem,0.3998977839946747
2025-02-09 20:09:31,1,1,7.2.0,,,7.2.0,The gender is showing Female even though i had entered male when creating the account and there is no option to edit,offers issue,0.7795271873474121
2025-02-09 12:08:24,1,1,7.2.0,,,7.2.0,buggy app. crashes at every step unfortunately users need to feel with basic issue even in 2025. dint expect this from one of the dominant players in the market,app slowness,0.5820676684379578
2025-02-09 00:21:42,1,94,7.2.0,,,7.2.0,"The worst airline app have ever used. Terrible app, very slow and glitchy. The previous indigo app was much better infact. The ""my flights"" doesn't update with my bookings even though I booked the flights on the app itself. I have to manually go in and enter my flight details again. There is no option to track flight status. Its burried deep inside a chat window. Who ever lead the development of this app deserves to be fired with out severance benefits.",app slowness,0.49125033617019653
2025-02-08 20:27:08,1,0,5.1.6,,,5.1.6,Stopped working on Android 10 platform,offers issue,0.854587197303772
2025-02-08 18:53:30,1,0,7.2.0,,,7.2.0,Thirdclass app,offers issue,0.7999926209449768
2025-02-08 17:12:36,1,0,7.2.0,,,7.2.0,Horrible airlines. Doesn't care about customers App is okay,offers issue,0.47961050271987915
2025-02-08 08:43:33,1,0,7.2.0,,,7.2.0,Worst pathetic airline,offers issue,0.8912532329559326
2025-02-08 03:48:01,1,1,7.2.0,,,7.2.0,Every time I have to put my pnr and check. No history is shown. It used to work properly but utter chaos.,offers issue,0.8277063965797424
2025-02-07 19:35:16,1,1,7.2.0,,,7.2.0,Too many glitches on S24 ultra. Doesn't let you check in or view boarding card,booking problem,0.41283783316612244
2025-02-07 19:22:31,1,11,7.2.0,,,7.2.0,"Tried to install and activate a new account. OTP via SMS has never arrived, hence I could not even register. Reading the other reviews, that is probably a good thing as the customers are rather unimpressed with the app and services of airline in general. Will stay away from them till they fix such a basic user interface.",offers issue,0.5731245279312134
2025-02-07 14:01:05,1,0,7.2.0,,,7.2.0,Why this aap,offers issue,0.9044731259346008
2025-02-07 09:58:16,2,0,7.2.0,,,7.2.0,Unable to do a Web checkin whenever I travel with an infant.,offers issue,0.6719566583633423
2025-02-07 00:57:15,1,7,7.2.0,,,7.2.0,"All the 1 star and 2 star reviews seems to fall on deaf ears. Under performs with glitches, lags, bugs. You charge exorbitant for seats selection but low budget for app development",app slowness,0.5223620533943176
2025-02-06 22:23:00,1,1,7.2.0,,,7.2.0,"Useless App. Doesnt provide web checkin option. After one and half years from previous review, It is still a useless app. Can't provide even basic services.",offers issue,0.7977225184440613
2025-02-06 19:20:56,1,5,7.2.0,,,7.2.0,Third class app. While web check in it always asks me to pay in full for already bought tickets. Chatbot sends the link to download the boarding pass which never works. Connecting with an expert through chat takes around 45 - 60 minutes.,payment issue,0.5260865688323975
2025-02-06 11:32:02,2,0,7.2.0,,,7.2.0,Everything I try to check in within 48 hrs it either retrieves an old PNR or gives an error. It doesn't show my trips even if the bookings were made from the app,offers issue,0.6498323082923889
2025-02-06 07:40:50,3,0,7.2.0,,,7.2.0,Not compatible with z fold 6,offers issue,0.803731381893158
2025-02-06 02:04:46,1,0,,,,,So upset they charged me 900+ convenience fee for booking a flight then on WhatsApp told book flights and save the convenience fee. Disaster crime by indigo!,booking problem,0.5829643607139587
2025-02-05 13:16:55,1,0,7.2.0,,,7.2.0,Not user friendly at all,offers issue,0.89403235912323
2025-02-05 08:52:30,1,0,7.2.1,,,7.2.1,very high cost ticket 🎫,offers issue,0.3975074589252472
2025-02-05 04:52:59,1,0,7.2.0,,,7.2.0,Worst service....,offers issue,0.5614099502563477
2025-02-04 21:08:13,1,0,,,,,Very bad experience ☹️😡,offers issue,0.9249580502510071
2025-02-04 11:11:53,1,0,6.0.6,,,6.0.6,Suddenly asks for update,offers issue,0.6750683784484863
2025-02-04 10:17:13,1,0,7.2.0,,,7.2.0,Disgusting and pathetic customer care service,customer service,0.7535861134529114
2025-02-04 05:28:04,1,14,7.2.0,,,7.2.0,"Pathetic App by Airline. A basic thing like Your trips doesn't show up even after you book through this app or their website. We have to manually enter PNR each time. What worse you cant even change your flight or details without getting tons of errors. Adding to that their customer support, the chat keeps you waiting for over 25mins+ or so and if you miss their windows to connect then you have to go back from start. I think Air India is much better, I wil check that airlines closely next time.",customer service,0.38172873854637146
2025-02-03 22:40:50,5,0,,,,,Super and low cost service with Indigo...,customer service,0.9486440420150757
2025-02-03 13:40:50,1,0,7.2.0,,,7.2.0,Worst experience bhai Developer ka payment kiya nai hai shayad indigo walo ne trips show hi ni kartaa 😂,payment issue,0.8868368268013
2025-02-03 11:13:44,1,0,6.0.6,,,6.0.6,I am not able to use my reward point . Not able to book tickets,booking problem,0.616750180721283
2025-02-03 10:16:43,1,11,7.2.0,,,7.2.0,"Indigo app development team should die in shame. It's Mobile OTP service does not work and when opted for mail otp, everytime I switch to mail for otp and return to app, it refreshes, OTP pages vanish and come back to first login page. One day or other these companies will see themselves collapsing because of their pathetic service.",offers issue,0.5827357172966003
2025-02-03 06:28:04,1,2,7.2.0,,,7.2.0,Doesn't let me login with existing credentials. Doesn't let me register because the phone number already exists. Useless app. The issue is the same also on the website.,offers issue,0.721411406993866
2025-02-03 06:26:52,1,14,7.2.0,,,7.2.0,"Utterly worthless app. Zero stars. For check-in, would not allow me to proceed past additional passenger detail screen even though all required fields were populated. Tried to create an account in case one was required to check in. However, app would not allow me to set a password even though each requirement was met. Utterly worthless.",offers issue,0.5090731382369995
2025-02-03 02:01:18,1,1,7.2.0,,,7.2.0,"Not comfortable journy, highly disappointed with the experience.",offers issue,0.7967649698257446
2025-02-02 23:18:09,1,1,7.2.0,,,7.2.0,Unable to do web check in. Worst air line and app,booking problem,0.4367898404598236
2025-02-02 23:16:09,1,2,7.2.0,,,7.2.0,I Booked flight through this but now I am not able to view my flight details. It's says no flight available on the booked date please select other date. Worst app experience,booking problem,0.5616495609283447
2025-02-02 11:56:23,1,0,,,,,A airline edam froud airline hai friends agar aap log dhodhadi se bachna chahte hain to kabhi bhi indigo flight mat book kijiyega,booking problem,0.6297803521156311
2025-02-01 20:59:11,1,0,7.2.0,,,7.2.0,Unable to redeem 6E rewards points,offers issue,0.8166256546974182
2025-02-01 18:05:43,1,1,7.2.0,,,7.2.0,"Most Useless app. Doesn't update, doesn't work. Really dumb app.",offers issue,0.8719896674156189
2025-02-01 15:35:12,2,2,7.2.0,,,7.2.0,Persistent errors in web check-in and seat selection does not always work,offers issue,0.4910450577735901
2025-02-01 15:31:00,1,0,7.2.0,,,7.2.0,Buggy app . Lots of payment issues,payment issue,0.4130747616291046
2025-02-01 12:47:02,1,0,,,,,Very very worst experience with this app....Indigo pls update....better use website,offers issue,0.8788813352584839
2025-02-01 11:21:22,1,0,7.2.0,,,7.2.0,Bad Functionality,offers issue,0.9534703493118286
2025-02-01 06:46:16,1,1,,,,,shameless pricing strategy.,payment issue,0.48924967646598816
2025-02-01 01:30:14,1,1,7.2.0,,,7.2.0,Keeps erroring out. Online and on all as well. Useless app,offers issue,0.6356798410415649
2025-02-01 00:57:44,1,0,5.0.54,,,5.0.54,You book the ticket at a very high price and then these INEFFICIENT guys keep changing the timing.,booking problem,0.554693341255188
2025-01-31 22:27:17,1,0,7.2.0,,,7.2.0,3rd class service,customer service,0.8201481103897095
2025-01-31 14:39:46,1,5,7.2.0,,,7.2.0,"Airline is good, but nothing in this app works. Can't log in, can't check in as a guest, can't search if the flight is on time. Lots of white screens and error messages.",offers issue,0.7833169102668762
2025-01-31 13:21:57,1,0,7.2.0,,,7.2.0,Not Working. Cont able to see my blue chips data,offers issue,0.8380070328712463
2025-01-31 05:22:05,1,0,7.2.0,,,7.2.0,Unable to do check in. Worst app ever seen,booking problem,0.47422972321510315
2025-01-31 04:57:47,1,3,7.2.0,,,7.2.0,"Reserved and paid for the seats, but the app did not allow to do check-in online. At the check-in counter at the airport different seats were assigned... so, useless.",payment issue,0.36593174934387207
2025-01-30 23:33:49,1,0,,,,,"My first time international travel experience with Indigo is very horrible and pathetic. Very poor service and mismanagement. During my journey they give sandwich without sauce , when i approached to them , they denied. You people only decide with sauce how can someone eat sandwich. Moreover after completion airline give me a perfect desert i e. broke my luggage.i took evidence video and asked customer support to help they denied. We should complain to DGC or consumer forum for this .",customer service,0.6750662922859192
2025-01-30 09:24:56,1,2,7.2.0,,,7.2.0,Pathetic app after update. Can't even look at the booking details. Leave apart checking. After putting pnr and name it is telling flight not available for booked flights,booking problem,0.5376839637756348
2025-01-30 06:24:47,1,1,7.2.0,,,7.2.0,"Don't know why Indigo is not focus on enabling strong mobile app, if Zero rating is allowed may suitable for current version.",offers issue,0.7666913866996765
2025-01-30 00:52:37,1,1,7.2.0,,,7.2.0,Cannot simply check in. Constant loading icon. Sad.,offers issue,0.4184942841529846
2025-01-29 21:08:40,1,0,7.2.0,,,7.2.0,Worst app it uses my information and after login it locked my account .,offers issue,0.7845497131347656
2025-01-29 21:01:52,1,0,,,,,Bad experience. Don't have contact with another aircraft.. I loss my 344 euros,offers issue,0.5605476498603821
2025-01-29 20:04:11,1,1,7.2.0,,,7.2.0,It is a terrible all. Slowest flight booking app on the internet.,app slowness,0.6265995502471924
2025-01-29 19:29:11,5,0,,,,,It is very much helpful to avoid harassment@ airport.,offers issue,0.8357710838317871
2025-01-29 18:09:23,1,1,7.2.0,,,7.2.0,"The startup logo keeps loading on Android phone (flight take off), did developers even run it once before launch?",offers issue,0.7781143188476562
2025-01-29 12:05:14,1,0,,,,,Slow app. Instead of own app ixigo gives much more fast service.,app slowness,0.7977015376091003
2025-01-29 10:20:32,2,0,7.2.0,,,7.2.0,"Super slow most of the time, mostly end up with error on queries, navigation is difficult.",offers issue,0.7384217381477356
2025-01-29 03:17:35,1,1,7.2.0,,,7.2.0,Don't ever book a flight from Milan to Mumbai. They have lost the bag twice at Istanbul airport.,offers issue,0.6228452920913696
2025-01-28 22:59:30,2,0,7.2.0,,,7.2.0,On this I can't view my indigo blue chip and I have to log in indigo site so installing does not help.,offers issue,0.617220401763916
2025-01-28 13:07:17,1,0,7.2.0,,,7.2.0,You exist to show that travel is only for rich people.,offers issue,0.7111387252807617
2025-01-27 23:29:05,5,0,7.2.0,,,7.2.0,Very nice UI. Kudos to the team,offers issue,0.39504554867744446
2025-01-27 21:32:17,5,0,7.2.0,,,7.2.0,Indigo is the Best flight booking app,offers issue,0.3622596859931946
2025-01-27 19:32:54,1,0,7.2.0,,,7.2.0,Chat option doesn't work,offers issue,0.8160988688468933
2025-01-26 22:52:07,5,0,,,,,"It's definitely not a luxury airline rather It's a flying bus and I've bad experiences also with it. But IndiGo still is love, no complaints. Thank you very much to the people behind this company.",offers issue,0.7012888789176941
2025-01-26 09:16:10,1,0,7.2.0,,,7.2.0,App is too slow 😔,app slowness,0.6700248122215271
2025-01-26 05:20:25,5,0,,,,,Congratulations 💐,customer service,0.4020986557006836
2025-01-25 21:46:09,1,1,7.2.0,,,7.2.0,Very slow to load and always some error,offers issue,0.8251091241836548
2025-01-25 20:52:53,1,0,7.2.0,,,7.2.0,"Pathetic service they are providing literally pathetic, Air India is far better than this airline.",offers issue,0.5593442916870117
2025-01-25 18:50:51,1,0,6.0.6,,,6.0.6,"Extremely bad attitude of their staff...wherever a choice is available ,I am not going to book Indigo.Waited in queue at bag drop ,the printer broke down...instead of showing the courtesy to ask us to move to the next counter Ms Neha (their ground staff at T2 Mumbai airport ) kept us waiting...on enquiring she gave us the reply ""these things are not in my hand"" in the most arrogant tone!! Instead of making us run last minute, asking us to move to a different counter is definitely in her hands!",customer service,0.5850147604942322
2025-01-25 16:00:21,2,0,,,,,"Cross linked BluChip 10 times, trip still not showing up in upcoming flights. Everytime for logging in you need and otp despite entering the password. Childish developer work.",booking problem,0.49658721685409546
2025-01-25 12:23:02,1,0,7.2.0,,,7.2.0,Third class,offers issue,0.7804017066955566
2025-01-25 00:02:42,5,0,7.2.0,,,7.2.0,Good service On time,customer service,0.9721056818962097
2025-01-24 20:46:27,1,2,7.2.0,,,7.2.0,"Worest website with worest development team and worest developers of all the time,too buggy website with every 2 minutes page refresh ,while paying the money page will be stucked and fare rising tricks,and looting the customers",payment issue,0.49413082003593445
2025-01-24 18:54:26,1,0,7.2.0,,,7.2.0,Its not showing tamil nadu flights 😐,offers issue,0.8021427989006042
2025-01-24 17:50:44,1,0,7.2.0,,,7.2.0,"Pathetic Slow, Disgusting",offers issue,0.8903242349624634
2025-01-24 11:48:34,1,0,7.2.0,,,7.2.0,Worst sign up experience,booking problem,0.512908935546875
2025-01-24 09:39:31,1,0,,,,,Downloaded the app ...created login...it says you are set please login in. ....put the creditianls n it says your account is locked please call support. .... On first attempt.... Deleted the app,offers issue,0.5993661284446716
2025-01-24 08:39:33,5,0,6.0.6,,,6.0.6,Good but not excellent,offers issue,0.8098182082176208
2025-01-24 00:35:48,1,0,,,,,very bad experience all the time delays the flight n no compensation for that if v r 5 mins late they want compromise n costumer always suffer they avoid very bad service 1 star is also in they dont deserve,offers issue,0.5017174482345581
2025-01-23 06:40:56,1,0,7.2.0,,,7.2.0,It will not let you check in thru app ..... No maintainance,offers issue,0.48566144704818726
2025-01-22 07:17:23,1,2,7.2.0,,,7.2.0,Was working fine but since the update doesn't work. Cannot webcheckin and flights which are confirmed show as unavailable,offers issue,0.8727992177009583
2025-01-21 23:05:28,2,1,7.2.0,,,7.2.0,"The most idiotic app and the worst user interface. Doesn't help you in web checkin, doesn't let you set your password!! And lo you people are having biggest passenger base !! Most disgusting app",offers issue,0.6763083934783936
2025-01-21 23:00:51,2,0,5.1.6,,,5.1.6,Pathetic app. Can't web check in. Nothing happened when I click on check in button.,offers issue,0.6293748021125793
2025-01-21 21:05:14,1,0,,,,,Worst services in the world.,offers issue,0.7666747570037842
2025-01-21 19:17:12,5,0,,,,,Pleasant flying with indigo,offers issue,0.5845771431922913
2025-01-21 18:43:45,1,26,7.2.0,,,7.2.0,"The new thing is dont let you do web check-in unless you book extras like full row for one person or pre order instant food that is pre dried and needs hot water to cook. So, no boarding pass and you have to stand in long queues at check-in and getting through security. Mostly never works, or randomly change the booking date. They encourage you to book through other apps that work.",offers issue,0.5636364221572876
2025-01-21 09:58:46,1,2,7.2.0,,,7.2.0,Worst experience horrible. They are unprofessional. Their behavior is very rude. Do not book any flight with indigo. They just delay the flight everytime. And while call to customer care they cut the call. Worst service Worst service,offers issue,0.4568149745464325
2025-01-21 09:37:09,2,23,7.2.0,,,7.2.0,"The View Boarding Pass functionally is so poor. If multiple passengers are checked in, pressing back after viewing one pass takes you to homepage of app. On one instance, it showed incorrect passengers also. Latency of the app is significantly poor.",app slowness,0.5476431846618652
2025-01-20 22:02:38,1,0,7.2.0,,,7.2.0,Slow app please check company details,app slowness,0.7570932507514954
2025-01-20 18:34:05,1,6,7.2.0,,,7.2.0,Pathetic and worst app ever. Dyeing first time signup app ask mobile number and email..and send OTP to both. But I never received OTP on email.. so due to this can not be able to signup.. can we do it one by one. It should be optional.,offers issue,0.6999208331108093
2025-01-20 15:27:33,1,0,,,,,Cant even download on samsung note 9,offers issue,0.5280673503875732
2025-01-20 11:49:01,1,4,7.2.0,,,7.2.0,"The app is useless unless you have an Indian phone number. You would think an airline offering international flights could support other phone numbers as well, but it doesn't.",offers issue,0.6598762273788452
2025-01-20 10:34:20,1,0,6.0.5,,,6.0.5,This app is no long compatible to your device 😡 App should be compatible to all android versions.,offers issue,0.9229768514633179
2025-01-19 23:57:37,1,0,,,,,"I registered and after successful registration on login page it said your account is blocked contact your support person to unblock it, not stating the reskn neither any proper guidelines, very poor, don't fall for this blue chip scam.",booking problem,0.5513842701911926
2025-01-19 16:48:02,1,0,7.2.0,,,7.2.0,Not customer friendly,offers issue,0.8538843393325806
2025-01-19 10:19:02,1,0,,,,,"Very poor experience with this app , i installed it sometimes back and now it says it's not compatible with my device WTH",offers issue,0.9187284708023071
2025-01-19 08:26:22,3,0,7.2.0,,,7.2.0,Seat selection gets bugged while booking tickets.,booking problem,0.6722966432571411
2025-01-19 05:39:30,2,0,7.2.0,,,7.2.0,Worst Airline food service are not up to the mark and the leg space was less,offers issue,0.9526798129081726
2025-01-19 00:44:48,1,0,7.2.0,,,7.2.0,Worst,offers issue,0.9370328187942505
2025-01-18 20:14:27,4,0,7.2.0,,,7.2.0,Good ap,customer service,0.5643852353096008
2025-01-18 20:07:53,1,0,,,,,Not loading at all after closing the app once. Network seems stable enough for any other app.,app slowness,0.5579898357391357
2025-01-18 12:35:18,1,0,,,,,One of the worst flight in world .they are cancelling flight without intimation,offers issue,0.7413293719291687
2025-01-18 10:02:58,1,11,7.2.0,,,7.2.0,Reviewed nd again Take it as 0 stars. No use reviewing as u guys wont improve. Shut down d app as it is of no use. Not able to check in. Wasnt able to view or download Boarding pass.,offers issue,0.5263986587524414
2025-01-17 23:45:31,1,0,6.0.6,,,6.0.6,very glitchy,offers issue,0.9274665713310242
2025-01-17 23:16:15,1,34,7.2.0,,,7.2.0,"Review update 17 Jan 24 The new app is slightly better than the old one but still there are issues 1. Don't know how to save traveler names 2. Convenience fee is charged at the time of payment. I.e. You know the amount only after you have paid for the ticket!! That a serious case for customer fraud. 3. Even if you book tickets on the app, it does not show on the my trips section! 4. Often the check in process shows error when using the app. On website no issue. More pts, but limitd txt allowed.",payment issue,0.4726230204105377
2025-01-17 22:29:32,2,0,7.2.0,,,7.2.0,The app has many glitches,offers issue,0.7681888341903687
2025-01-17 22:06:08,1,2,7.2.0,,,7.2.0,Do not install this app There is seriously problem with payment I faced issue twice this month Ive booked through this app Paid through UPI phone pe Payment went to IATA Booking was not don't Tried to reach all concerned officials but no use,payment issue,0.6429425477981567
2025-01-17 13:59:42,1,6,7.2.0,,,7.2.0,"Such poor functionality, freezes mostly sometimes says another tab is open. For the last month It will not let you select a seat showing only the nose of the plane. Then yesterday someone else said it's been happening to them too. I have to book on 3rd party because it's so bad.",offers issue,0.5258703827857971
2025-01-17 04:19:31,2,5,7.2.0,,,7.2.0,"Allow this app to be used on a device that runs on an android is without google services, it's honestly irritating to use an app that's mediocre at best, which complains as if it's the best thing for the user (which simply isn't true). But finally the expectation is that you'll allow users to use a derived android os that may or may not have any monopolistic services on it. Also note that you are whining about a ""jailbroken/rooted"" device while you engage in borderline malicious practices",offers issue,0.7824946045875549
2025-01-16 20:41:03,1,0,,,,,"I had hoped this app would improve with the constant updates, but seems to be plumbing new depths everytime. Not sure they want to improve.",offers issue,0.8152754306793213
2025-01-16 18:55:01,1,0,,,,,"App sucks, it is always lagging, didnt expected this from indigo.",app slowness,0.8279860615730286
2025-01-16 17:57:31,1,0,7.2.0,,,7.2.0,Offers and Scam,offers issue,0.8232390880584717
2025-01-16 03:42:24,2,1,7.2.0,,,7.2.0,App always crashed. Payment processing doesn't work with my cards too. What even work in this app?,payment issue,0.5476875901222229
2025-01-15 21:42:20,1,1,7.2.0,,,7.2.0,I had about 3000 points from indigo domestic and international flight swhich I have suddenly lost on upgrading to indigo bluchip in November which the old app requested . Funny way to cheat customers,offers issue,0.5406444072723389
2025-01-15 15:04:59,1,2,7.2.0,,,7.2.0,"Very worst flights, they cancel without proper notice, have a poor coordination with airport security and does not take responsibility of passenger boarding",offers issue,0.7557898163795471
2025-01-14 20:09:28,1,1,7.2.0,,,7.2.0,The app is so slow...,app slowness,0.7222608923912048
2025-01-14 15:31:25,1,1,,,,,"Worst app, please improve gui cant even apply promo code",app slowness,0.4611049294471741
2025-01-14 13:14:21,1,7,7.2.0,,,7.2.0,"Horrible app. Unable to properly fetch any booking information, even could not check in online. For return journey, it remove the information of return journey once the onward journey is over. Really frustrating app.",offers issue,0.47692617774009705
2025-01-13 20:15:22,1,1,,,,,Worst app ever seen Just like their flight service,offers issue,0.5221580862998962
2025-01-13 15:29:41,1,8,7.2.0,,,7.2.0,"Useless app, doesn't allow check in if you have international phone number. But there is a option to select any international countries phone number. if international phone number is selected with Indian prefix +91 it will then allow to check in. It's about time to fix it.",offers issue,0.8292905688285828
2025-01-13 13:42:35,2,0,6.0.6,,,6.0.6,Flight was very late,offers issue,0.5688117146492004
2025-01-12 17:48:02,1,0,7.2.0,,,7.2.0,Worst,offers issue,0.9370328187942505
2025-01-12 00:11:52,3,0,7.2.0,,,7.2.0,Fair is too high then other aaps dispites their own airline,offers issue,0.45450785756111145
2025-01-11 23:02:48,1,1,7.2.0,,,7.2.0,bakwas app. extremely poor. in this competitive world how they are surviving with such pathetic customer sercice. just a matter of time airindia wil finish it just wait n watch,customer service,0.6991699934005737
2025-01-11 21:34:07,1,0,,,,,Costly,offers issue,0.6249361634254456
2025-01-11 16:07:28,1,3,7.2.0,,,7.2.0,"Worst ever experience on flying with IndiGo. Flight delayed and missed the connection flight , baggage unloading is very slow Totally irresponsible staff in Hyderabad airport. 15 hours got stranded at Airport due to mishandling of connection flight in Hyderabad to Ahmedabad Avoid indigo as long as possible Not even 1 star. It should be minus star Rating. PNR Z38HFW Extremely worst service Pathetic customer support from ground staff as well as on board flight staff.",customer service,0.7365068197250366
2025-01-11 13:04:37,4,0,6.0.6,,,6.0.6,Please enable the app to be compatible with Android 10 version too.,offers issue,0.8005368709564209
2025-01-11 12:59:12,5,0,7.2.0,,,7.2.0,Quick and Good service,customer service,0.8939436674118042
2025-01-11 12:50:26,1,1,7.2.0,,,7.2.0,Web checkin through app is painful. Always hangs. Tries to checkin on old flights despite selecting upcoming flight and PNR. Stupidity unlimited.,app slowness,0.5877796411514282
2025-01-10 16:52:44,1,1,7.2.0,,,7.2.0,Super slow app...Kindly do the needful to make better experience,app slowness,0.7342415452003479
2025-01-10 14:02:59,1,1,7.2.0,,,7.2.0,"Seats already paid for show as ""not selected"" and asks to pay 2nd time.",payment issue,0.5992434620857239
2025-01-10 13:40:43,1,0,6.0.6,,,6.0.6,This app says ...my mobile is not suitable to use.,offers issue,0.8328993320465088
2025-01-09 19:33:45,5,0,6.0.6,,,6.0.6,Nice booking app,customer service,0.5775071382522583
2025-01-09 18:10:53,1,7,7.2.0,,,7.2.0,My second trip with indigo and my 3rd flight soon. Hope it's not late or canceled without notice and compensation. Edit: flight is delayed and after I'm in airport and done with security check I'm notified. Also this app is so trash at the moment I needed. Didn't even load the boarding pass and had to use the email to show when entering.,app slowness,0.5844579935073853
2025-01-09 16:07:14,1,9,7.2.0,,,7.2.0,Tried to sign up for the loyalty program; entered a different phone number than what they seem to have on file. The subsequent screen then tries to send a sms to the phone number they already had (instead of the one I provided). Hot garbage of an app.,offers issue,0.40446773171424866
2025-01-09 13:48:19,2,6,7.2.0,,,7.2.0,"The app is not very friendly. Plus the ""Profile"" page doesn't load only to update the details of the dependents. I have been trying to load this page since yesterday but the page will simply not load. My brother tried downloading the app and upon download also he was not able to open the Profile page in his app to capture the details of our family members. No wonder why folks choose other platforms for booking tickets! What is the use of this app when it doesn't allow you to do things seamlessly",app slowness,0.410439133644104
2025-01-09 11:48:06,1,0,5.2.3,,,5.2.3,Why this app not download to my phone,offers issue,0.6163386702537537
2025-01-09 11:05:58,1,0,7.2.0,,,7.2.0,App errors on too many places.,offers issue,0.8394544720649719
2025-01-08 08:09:24,1,27,,,,,"I am highly dissatisfied with the IndiGo mobile application. The app lags significantly, making my phone feel sluggish and even causing it to hang at times. It’s one of the worst app experiences I’ve ever had. Yesterday, while trying to book a flight, I faced multiple issues. The app didn’t allow me to select my seat, which is a basic feature. I even have screenshots of the problems. IndiGo, please take immediate action to improve your app's performance and functionality.",app slowness,0.6164130568504333
2025-01-07 22:27:53,5,0,,,,,best economy,offers issue,0.564190149307251
2025-01-07 20:54:31,1,2,7.2.0,,,7.2.0,"Pathetic Dumb app, any modification for prebooked meal cancels the entire meal during boarding pass generation.",booking problem,0.42085450887680054
2025-01-07 18:38:15,3,0,6.0.6,,,6.0.6,It's good and helpful,customer service,0.5020466446876526
2025-01-07 17:24:55,5,0,,,,,Good service,customer service,0.9430150389671326
2025-01-07 14:59:51,1,0,,,,,Worst app of a good airline. I have installed and Uninstaller 3 times also rebooted my phone then also the app doesn't open. Pls check what's wrong. Thanks,offers issue,0.7759864330291748
2025-01-07 13:58:45,1,0,5.0.82,,,5.0.82,1 star because of staff behaviour @ cok airport. Also no reply on complaints. Pathetic service. Hope you'll change your attitude in future.,offers issue,0.6027792692184448
2025-01-06 10:29:29,5,0,7.2.0,,,7.2.0,Good reservation machine. Add shorcut link to order tonlival flight application will be helpfull too 6,booking problem,0.6029812097549438
2025-01-06 00:11:38,1,0,7.2.0,,,7.2.0,Absurd experience and poor service,offers issue,0.8940820693969727
2025-01-05 21:53:08,1,1,7.2.0,,,7.2.0,"i have signup my account but at the time of login, my account is locked. this worst app.",offers issue,0.6333707571029663
